ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
E977,C,1999,120,125,B,19554,15,118852,1855,76824,0.76,113040,M,1
E978,C,1999,120,125,B,19554,15,118852,1855,76824,0.76,113040,M,1
E990,C,1993,123,,B,9060,,169568,1854,5174.4,0.57,,F,1
E2279,C,1986,120,,B,42630,,72007,1854,31363.2,0.15,,M,1
E4780,B,1993,120,1,B,5000,4,162683,1854,158558.4,0.33,173785,M,0
E424,A,2000,140,9184,C,9184,5,208750,1853,49420.8,7.61,211320,M,1
E2788,A,1990,130,1,B,10062,11,189800,1853,2164.8,0.41,188085,F,0
E4963,C,1978,123,,B,5493,,93454,1853,19483.2,0.29,,M,0
E835,C,1963,140,6300,C,6300,5,160680,1852,32841.6,2.51,182800,M,1
E836,C,1963,140,6300,C,6300,5,160680,1852,32841.6,2.51,182800,M,1
E3958,B,1988,130,107,B,13375,1,108852,1849,9187.2,2.26,127527,M,0
E5385,C,1984,140,1,B,8041,39,148120,1849,21384,4.19,175698,M,0
E533,C,2005,120,4400,B,4400,27,116833,1848,10718.4,0.67,123807,M,1
E2743,C,1984,123,,B,7200,,150656,1848,5860.8,0.96,,M,0
E4680,C,1995,130,7242,B,7242,604,177300,1848,6758.4,2.69,219500,M,0
E4110,C,2001,120,7950,B,8053,23,127743,1847,55915.2,0.94,133947,M,0
E4516,,2004,100,5460,B,5663,1,161780,1847,193881.6,0.93,162270,M,0
E2795,C,1989,110,1,B,7579,3,109800,1846,195888,1.23,117600,,0
E1789,A,2005,140,85,B,10625,5,105900,1845,36748.8,9.01,138500,F,1
E4147,C,1956,146,6500,C,6500,65,176180,1845,39177.6,12.37,228256,S,0
E4376,C,1989,140,6754,C,6754,4,167430,1845,60456,9.66,185610,M,0
E3059,B,1974,120,,C,6101,,160750,1844,739.2,3.86,,M,0
E4244,B,1974,140,1,C,9775,4,147920,1844,3801.6,8.66,158134,,0
E2487,C,1989,123,,B,9283,,196654,1843,6705.6,0.48,,M,1
E4690,A,2000,140,80,B,10890,1,118810,1843,16684.8,0.57,142400,M,0
E5089,C,1983,123,,B,6817,,110205,1843,8236.8,0.52,,M,0
E2212,C,1988,123,,B,6869,,168086,1842,3062.4,0.97,,M,1
E3751,C,1980,140,7521,C,7521,6,239210,1842,55228.8,5.74,262970,M,0
E1848,C,1995,120,,C,13068,,256850,1841,897.6,23.11,,M,1
E2878,C,2003,120,1,B,9619,2,154849,1841,21120,3.89,160042,F,0
E3204,A,1925,146,51,C,6885,14,231943,1841,6388.8,7.41,277011,,0
E3710,S,1978,120,,C,,,164030,1841,1900.8,13.78,,M,0
E1438,C,1988,123,,B,10524,,104780,1840,6547.2,0.86,,M,1
E3477,C,2010,140,1,B,10749,25,453778,1840,4224,10.61,518806,M,0
E4419,C,2000,120,,B,2613,,122580,1840,5755.2,17.29,,F,0
E3825,C,1993,123,,B,10746,,158753,1839,16579.2,0.8,,M,0
E4248,C,1959,110,10999,B,10999,26,122110,1839,261835.2,4.11,130156,M,0
E4314,B,1972,131,67,B,8438,4,217625,1839,4804.8,10.72,260483,M,0
E826,C,1985,110,34,B,15254,6,83336,1838,88492.8,1.05,94874,M,1
E827,C,1985,110,34,B,15254,6,83336,1838,88492.8,1.05,94874,M,1
E1487,C,1996,120,11000,B,10688,5,66956,1838,8395.2,0.36,76682,M,1
E2242,C,1995,120,,C,16117,,370950,1838,844.8,22.12,,M,1
E4186,C,1964,132,129,B,14721,5,177021,1838,11299.2,13.17,226286,M,0
E4326,C,1974,140,7560,C,7560,6,204790,1838,42345.6,2.96,225440,M,0
E1857,C,1994,130,103,B,12875,1,130195,1837,8395.2,2.4,153592,F,1
E1858,C,1994,130,103,B,12875,1,130195,1837,8395.2,2.4,153592,F,1
E1859,C,1994,130,103,B,12875,1,130195,1837,8395.2,2.4,153592,F,1
E4948,C,1985,123,,C,12070,,171393,1837,633.6,0.26,,M,0
E552,C,1983,130,1,B,10000,3,85998,1836,11193.6,10.36,97266,,1
E5320,C,1995,110,1,B,6371,8,165607,1835,122918.4,1.79,174235,M,0
E4172,C,1996,123,,B,,,136654,1834,7392,2.52,,M,0
E4353,M,1974,120,1,B,12172,4,124932,1834,155390.4,0.38,126846,M,0
E1009,A,2004,140,5408,C,5408,6,252890,1833,62145.6,5.98,278190,M,1
E588,C,1996,120,7560,B,7635,6,115242,1832,22862.4,0.83,133161,M,1
E589,C,1996,120,7560,B,7635,6,115242,1832,22862.4,0.83,133161,M,1
E590,C,1996,120,7560,B,7635,6,115242,1832,22862.4,0.83,133161,M,1
E787,C,1996,120,0,B,18681,13,124626,1832,46569.6,0.42,135098,M,1
E996,B,1979,130,80,B,10000,7,138409,1832,32736,6.8,168826,M,1
E997,B,1979,130,80,B,10000,7,138409,1832,32736,6.8,168826,M,1
E1613,C,1997,120,7000,B,7020,8,101861,1832,12460.8,0.6,117533,M,1
E1614,C,1997,120,7000,B,7020,8,101861,1832,12460.8,0.6,117533,M,1
E1856,C,2000,120,7600,B,7419,12,157416,1832,36432,0.18,179063,M,1
E2901,C,2000,110,,B,10018,,92260,1832,40286.4,19.49,,M,0
E3623,A,1994,133,0,B,,5,315640,1832,2059.2,13.69,315640,,0
E4646,A,1996,140,6431,C,6431,7,229680,1832,88809.6,6.29,258810,M,0
E403,B,1972,131,72,B,7560,4,214401,1831,3960,10.82,256682,M,1
E404,B,1972,131,72,B,7560,4,214401,1831,3960,10.82,256682,M,1
E3525,C,1964,140,9945,C,9945,3,212800,1831,8500.8,2.52,217180,M,0
E1998,B,1982,130,,B,10000,,130300,1830,23020.8,4.5,,M,1
E4329,C,1977,140,7500,C,7500,6,244290,1830,55017.6,5.57,256250,M,0
E5037,C,1988,123,,B,8756,,132160,1830,9028.8,1.37,,M,0
E5337,C,1989,140,0,B,5742,48,157815,1830,29726.4,11.84,172763,M,0
E5358,C,1994,140,3992,C,3992,4,197890,1830,67478.4,3.76,217650,M,0
E2922,C,1982,140,7506,C,7506,5,193570,1829,40550.4,7.59,209040,M,0
E3997,A,1974,146,4748,C,4748,28,199678,1829,35376,22.31,227588,,0
E2028,B,1979,130,80,B,10000,1,111273,1828,5860.8,4.21,122443,M,1
E2139,A,1981,110,1,B,8448,34,103992,1828,207240,0.25,113144,M,1
E2140,A,1981,110,1,B,8448,34,103992,1828,207240,0.25,113144,M,1
E2141,A,1981,110,1,B,8448,34,103992,1828,207240,0.25,113144,M,1
E4607,C,1985,140,7500,C,7500,5,158580,1828,51744,7.71,205840,M,0
E4964,C,1984,123,,B,9113,,143493,1826,2904,0.82,,M,0
E1879,C,1990,120,,C,12632,,244830,1825,1795.2,23.38,,M,1
E1880,C,1990,120,,C,12632,,244830,1825,1795.2,23.38,,M,1
E1953,C,2005,130,1,B,15468,2,286711,1825,316.8,2.47,282012,M,1
E4085,B,1939,146,50,C,7150,13,153940,1825,13886.4,13.78,177361,,0
E4752,B,1985,130,7763,B,7763,604,149900,1825,10824,2.13,173600,F,0
E5348,M,1981,110,1,B,8790,9,103824,1825,217800,0.22,109816,M,0
E3872,C,1992,120,1,B,10892,1,81090,1824,45460.8,4.1,76700,,0
E4676,B,1962,146,75,C,9900,14,132810,1824,8817.6,4.37,149613,,0
E1648,C,1983,123,,B,9705,,113523,1823,5860.8,0.66,,M,1
E5007,C,1989,123,,B,8499,,183244,1823,6494.4,0.8,,M,0
E2798,C,1973,123,,B,9300,,134355,1822,16368,0.91,,M,0
E3461,C,1963,140,9682,C,9682,1,321750,1822,2534.4,6.68,332680,M,0
E3925,A,1995,140,80,B,10019,14,140410,1822,10190.4,8.91,144320,M,0
E4773,E,1949,146,80,C,8640,14,577846,1822,1742.4,9.69,577867,,0
E1303,C,1996,120,10206,B,10253,27,103817,1821,6494.4,0.33,127231,M,1
E1703,C,1970,120,7500,B,7690,3,325947,1821,3220.8,0.19,362481,F,1
E2307,C,2005,120,,B,10454,,118360,1821,11457.6,1.56,,F,1
E3236,C,1968,140,6001,C,6001,1,809180,1821,3643.2,1.53,841330,M,0
E5020,C,1986,120,15260,B,15555,1,187675,1821,844.8,1.98,217388,F,0
E1255,C,1988,123,,B,5990,,159515,1820,3115.2,1.07,,M,1
E3832,C,1985,123,,B,10154,,164251,1820,12038.4,0.57,,M,0
E5304,C,1980,140,8795,C,8795,4,242910,1820,54753.6,8.17,245090,M,0
E673,A,1997,140,4637,C,4637,7,261000,1819,93667.2,3.27,309420,M,1
E674,A,1997,140,4637,C,4637,7,261000,1819,93667.2,3.27,309420,M,1
E4664,C,2006,140,0,B,1800,99,133000,1819,30465.6,5.15,145000,M,0
E5143,C,2002,140,1,B,25090,5,92944,1819,15840,28.87,97030,,0
E715,A,1997,140,4729,C,4729,7,252550,1818,73286.4,2.74,265090,M,1
E2557,B,1992,132,65,B,11440,5,187346,1818,13252.8,12.58,220069,M,0
E3230,A,2010,120,,C,4356,,201340,1818,739.2,12.9,,M,0
E3977,C,1969,130,50,B,6750,2,167664,1817,4488,10.24,172795,M,0
E4334,C,1994,123,,B,7501,,209457,1817,7022.4,0.49,,M,0
E815,A,1960,140,75,B,9147,14,35000,1816,13516.8,5.79,45500,M,1
E774,C,2000,120,8400,B,8273,23,119629,1815,34214.4,1.02,120089,M,1
E775,C,2000,120,8400,B,8273,23,119629,1815,34214.4,1.02,120089,M,1
E776,C,2000,120,8400,B,8273,23,119629,1815,34214.4,1.02,120089,M,1
E2969,B,1970,130,7560,B,7560,604,109100,1815,17952,0.6,120300,M,0
E3849,C,1972,140,6858,C,6858,4,118950,1815,46833.6,7.14,143000,M,0
E1498,C,2000,123,,B,6900,,162896,1813,15945.6,0.35,,M,1
E2951,C,1994,140,5640,C,5640,7,204480,1813,98419.2,6.2,228950,M,0
E4478,C,1993,123,,B,8019,,164464,1813,686.4,2.56,,M,0
E2782,C,1992,110,1,B,9975,4,87400,1812,250852.8,6.8,92800,,0
E3516,C,1972,140,6408,C,6408,1,407000,1812,3801.6,3.43,447790,M,0
E3665,C,1988,140,11963,C,11963,7,245750,1812,64046.4,3.6,266400,M,0
E718,C,1988,110,,B,27878,,84450,1810,123288,4.88,,M,1
E1901,C,1984,130,2,B,39990,2,123232,1810,12883.2,3.33,145489,M,1
E3657,C,1986,130,10375,B,10375,603,83100,1810,16156.8,4.65,97900,F,0
E3907,C,1990,130,80,B,10000,1,121202,1810,15998.4,5.02,145851,M,0
E4534,E,1985,123,,B,,,272773,1810,1795.2,1.38,,M,0
E1171,C,1988,123,,C,10119,,156439,1809,686.4,0.04,,M,1
E3826,C,2000,120,,B,33976,,117350,1809,6969.6,1.14,,F,0
E4037,C,1987,140,1,B,6002,48,160843,1809,22651.2,9.53,166788,M,0
E4481,A,1985,110,1,B,9593,34,88778,1809,207187.2,0.35,93688,F,0
E5379,C,1985,140,3027,C,3027,4,227730,1808,49684.8,6.6,248340,M,0
E1319,C,1995,140,,B,,,55000,1807,51744,10.11,,M,1
E1784,C,2000,120,6100,B,6090,12,180826,1806,41289.6,0.25,196152,F,1
E3045,B,2008,120,1,B,7561,6,157261,1806,140553.6,1.33,165763,M,0
E3666,A,1995,140,5076,C,5076,7,307840,1806,87489.6,1.48,323010,M,0
E5061,C,1984,123,,B,6020,,149692,1806,5755.2,0.71,,M,0
E493,C,1998,120,7350,B,7442,17,80817,1805,33950.4,0.09,104017,M,1
E494,C,1998,120,7350,B,7442,17,80817,1805,33950.4,0.09,104017,M,1
E2747,C,1974,140,7500,C,7500,4,146100,1805,56865.6,8.86,154980,M,0
E2789,A,2005,110,1,B,20866,20,159528,1805,278942.4,0.56,171562,F,0
E734,B,1988,146,15375,C,15375,39,143422,1804,35640,35.95,155252,,1
E2101,B,1977,130,74,B,10072,5,168308,1804,30254.4,8.6,174647,M,1
E3687,C,1981,140,7509,C,7509,5,165570,1804,53169.6,7.97,187220,M,0
E4195,C,1955,110,9435,B,9435,7,108326,1804,157766.4,0.13,103595,M,0
E1110,B,1985,146,7300,C,7300,39,69165,1803,47256,39.99,98118,,1
E2240,B,2002,130,1,B,9600,3,377382,1803,3432,8.32,399866,M,1
E4823,C,1988,123,,B,8721,,151002,1803,9873.6,0.34,,M,0
E908,C,2007,120,17271,B,16694,5,93375,1802,17899.2,0.56,107998,M,1
E4702,C,1994,123,,B,11652,,178917,1802,6547.2,0.7,,M,0
E2846,C,1980,140,0,B,3649,15,195597,1801,25027.2,2.68,196597,M,0
E691,C,2002,146,2312,C,2312,7,212720,1800,37540.8,22.28,223360,,1
E855,C,1987,130,1,B,9598,1,174713,1800,11193.6,5.25,192425,M,1
E856,C,1987,130,1,B,9598,1,174713,1800,11193.6,5.25,192425,M,1
E3770,B,1990,110,1,B,7098,14,130142,1800,189129.6,2.68,137250,M,0
E4617,C,1984,140,1,B,8082,11,199414,1800,46305.6,2.17,217756,M,0
E2562,C,1986,130,1,B,4530,60,123973,1799,2270.4,10.42,122878,F,0
E4651,C,2008,120,95,B,41403,6,126484,1799,23654.4,5.95,136393,F,0
E489,C,2006,120,105,B,45214,19,112968,1798,53697.6,1.12,109050,M,1
E2056,C,2009,123,,B,5628,,175450,1798,3220.8,0.32,,F,1
E4010,A,1991,140,80,B,10000,5,111700,1798,47731.2,9.92,142100,M,0
E1497,C,1985,130,1,B,27100,10,175237,1797,5755.2,0.59,205112,M,1
E2740,C,1983,140,75,B,10890,1,81450,1796,16684.8,0.03,96930,M,0
E3486,C,1985,140,1,C,9900,50,221613,1795,633.6,6.32,235571,M,0
E4317,C,1980,140,85,B,10454,14,73900,1795,12249.6,9.63,84500,U,0
E5261,A,1994,130,0,B,,2,387975,1795,4012.8,10.57,423875,,0
E522,C,2000,140,,B,2186,,210646,1794,32577.6,1.2,,M,1
E4311,C,2001,130,1,B,12750,605,186200,1794,3643.2,3.38,239900,M,0
E4764,C,1998,130,1,B,44,35,190700,1794,25608,4.67,215500,M,0
E5398,C,2003,130,,B,,,228200,1794,20275.2,11.1,,,0
E4251,C,1998,140,0,B,2272,13,220621,1793,32524.8,1.22,232596,M,0
E5328,B,1979,120,1,B,12086,4,124695,1793,149952,0.46,132738,M,0
E3289,C,1976,130,12807,B,12807,606,125000,1792,17688,2.25,137300,M,0
E5312,A,1999,120,1,B,22216,18,133238,1792,72336,2.44,133816,F,0
E2672,C,1995,120,,B,9147,,112010,1791,7814.4,25.24,,M,0
E4769,C,1982,140,1,B,7828,11,208338,1791,44299.2,2.15,218487,M,0
E880,C,1976,140,7500,C,7500,6,243200,1790,52430.4,5.64,255310,M,1
E3120,B,1987,130,160,B,16000,606,189800,1790,3432,0.37,205000,M,0
E3757,B,1985,120,1,B,,2,144059,1789,194040,0.52,144059,F,0
E505,A,1996,140,6470,C,6470,7,262430,1788,92083.2,5.32,275310,M,1
E2419,C,1987,130,,B,9375,,149600,1788,19377.6,2,,M,1
E2420,C,1987,130,,B,9375,,149600,1788,19377.6,2,,M,1
E2421,C,1987,130,,B,9375,,149600,1788,19377.6,2,,M,1
E3995,B,1991,130,1,B,21600,10,159808,1788,5280,0.38,185210,M,0
E784,C,1995,130,550,B,239406,11,339559,1787,45830.4,1.21,358228,F,1
E3498,E,1965,146,8736,C,8736,11,3247979,1787,105.6,12.49,3510669,,0
E3592,C,1993,123,,B,8324,,192839,1787,580.8,1.67,,M,0
E1305,C,1989,123,,B,7139,,155911,1786,4593.6,0.77,,M,1
E1372,C,2000,110,,B,14810,,97090,1786,36115.2,13.98,,M,1
E1768,C,1993,123,,B,5998,,130881,1786,17529.6,1.41,,M,1
E2009,C,1993,123,,B,10576,,154574,1786,10876.8,1.01,,F,1
E3418,C,1985,130,,C,8999,,275589,1786,211.2,2.8,,M,0
E3829,C,1978,123,,B,6499,,113856,1786,7075.2,0.49,,M,0
E853,C,1997,120,7950,B,7997,7,102577,1785,25027.2,0.52,115662,M,1
E1287,C,1990,123,,B,13970,,126207,1785,8289.6,0.48,,F,1
E2225,C,1994,123,,B,7854,,169947,1785,8078.4,0.12,,M,1
E3555,C,2005,120,,B,5662,,141580,1785,1900.8,20.55,,M,0
E4148,A,1950,150,80,C,11760,18,68300,1785,1003.2,6.37,65700,F,0
E4282,A,1951,146,12133,C,12133,13,267770,1784,14784,12.89,333286,,0
E2148,C,1995,110,,B,9147,,101230,1782,16473.6,13.19,,F,1
E3222,B,1940,140,9375,C,9375,1,499810,1782,3220.8,1.37,519800,M,0
E5178,C,1989,140,,C,5500,,170730,1782,50107.2,2.64,,M,0
E2907,C,1979,140,7001,C,7001,5,163290,1781,52113.6,7.78,198550,M,0
E4065,C,1977,130,11120,B,11120,604,145200,1780,11932.8,1.74,181500,M,0
E2698,A,1990,110,250,B,108900,56,148028,1779,289344,1.37,162535,F,0
E2941,B,1970,130,11000,B,11000,604,101300,1779,16315.2,3.45,117600,M,0
E2759,C,1985,140,6208,C,6208,6,235780,1778,61564.8,5.61,240580,M,0
E464,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E465,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E466,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E467,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E468,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E469,C,2000,120,7272,B,7375,12,116231,1776,30571.2,0.13,141441,M,1
E3632,M,1969,120,1,B,8140,4,161215,1776,158188.8,0.57,168836,M,0
E3761,C,1984,120,,B,56044,,142027,1776,8976,0.98,,F,0
E5232,C,1989,140,6832,C,6832,4,205970,1776,59558.4,7.12,222480,M,0
E2780,C,1999,123,,B,9409,,180701,1775,5174.4,1.1,,M,0
E4742,C,1995,130,1,B,9600,3,170261,1775,14731.2,9.01,192401,M,0
E5093,A,1979,123,,B,9004,,141505,1775,4118.4,1.66,,F,0
E5289,C,1973,119,1,B,1820,3,102327,1775,55281.6,4.31,67922,F,0
E3778,A,1990,110,1,B,13458,56,163878,1774,287390.4,1.28,166591,F,0
E3860,C,1967,140,6301,C,6301,6,130780,1774,38332.8,0.5,135960,M,0
E4104,C,1992,130,7560,B,7560,604,149100,1774,15892.8,0.85,166400,M,0
E4225,C,2008,120,1,B,1241,1,157334,1774,686.4,1.99,191396,M,0
E5296,B,1986,120,1,B,14208,5,177337,1774,134587.2,0.63,192249,M,0
E3178,B,1949,146,60,C,6900,14,207093,1773,1900.8,10.12,338218,,0
E3301,C,2001,130,11099,B,11099,606,167400,1773,3009.6,3.62,179300,M,0
E3785,C,1983,130,0,B,,404,99000,1773,9504,3.44,113600,M,0
E4348,B,1983,130,1,B,9165,10,94949,1773,5227.2,0.58,115178,F,0
E4358,C,1979,140,5036,C,5036,6,232430,1773,54806.4,4.05,244130,M,0
E1727,C,1993,120,,B,15368,,113574,1772,6969.6,4.09,,M,1
E1728,C,1993,120,,B,15368,,113574,1772,6969.6,4.09,,M,1
E3050,C,1986,140,1007,C,1007,4,130470,1772,54225.6,8.22,161840,M,0
E4571,B,1983,130,287,B,125017,8,170180,1772,18427.2,6.05,189362,M,0
E5244,A,1999,140,0,C,,4,160030,1772,62356.8,10.04,159370,M,0
E2786,C,1993,123,,B,9387,,181512,1771,5121.6,2.15,,M,0
E3079,E,2000,140,9600,C,9601,1,204839,1771,6230.4,32.86,233262,,0
E4212,A,1986,140,92,B,11500,7,104300,1770,28300.8,6.28,130800,F,0
E5106,C,1983,120,11796,B,10006,6,84881,1769,23284.8,0.51,90653,M,0
E913,C,2010,120,4700,B,4782,4,129671,1768,10718.4,1.05,146778,M,1
E2982,C,1977,140,0,B,,46,305190,1768,13516.8,11.44,280190,M,0
E3497,B,1985,130,11550,B,11550,602,250400,1768,2270.4,1.96,341000,M,0
E5375,C,1996,140,0,B,3840,36,170000,1768,54120,9.38,180000,M,0
E4229,B,1975,110,1,B,8540,32,190951,1767,177724.8,0.6,208281,M,0
E4833,C,1983,123,,B,15917,,151074,1767,8078.4,0.79,,M,0
E3990,C,1961,140,1,B,7500,74,125211,1766,14995.2,2.67,138062,M,0
E2748,C,1979,140,38130,C,38130,7,257810,1765,91238.4,3.43,270520,M,0
E2875,C,1985,100,1,B,,3,81828,1765,232531.2,0.58,82778,,0
E3413,B,1976,130,100,C,10000,5,73000,1765,3009.6,6.35,82741,,0
E3679,C,1986,120,1,B,10601,2,132966,1765,7972.8,4.11,134169,F,0
E3839,B,1988,130,1,B,10125,10,112554,1765,8448,0.21,129840,M,0
E3942,C,1987,120,6150,B,6285,13,109453,1765,35587.2,0.53,121591,M,0
E2768,C,1989,130,80,B,10400,9,140550,1764,422.4,1.85,162613,M,0
E3650,C,1994,123,,B,8546,,214829,1764,7128,0.38,,M,0
E4505,C,1979,130,9245,B,9245,606,61000,1763,15364.8,7.47,74900,M,0
E4359,C,1965,140,6010,C,6010,5,132090,1762,30624,1.27,156040,M,0
E4978,C,1988,120,6448,B,6297,22,56630,1762,14467.2,2.12,60479,M,0
E5082,C,1994,123,,B,7031,,167216,1762,7497.6,0.48,,M,0
E3234,C,1978,140,6153,C,6153,3,222860,1760,6652.8,3.56,269850,M,0
E576,A,1998,140,4714,C,4714,7,291960,1759,88756.8,2.06,297760,M,1
E998,C,1999,120,5100,B,5287,5,54980,1759,8870.4,0.59,56247,M,1
E999,C,1999,120,5100,B,5287,5,54980,1759,8870.4,0.59,56247,M,1
E4720,C,1986,130,1,B,13451,605,154200,1759,18268.8,1.89,161200,M,0
E5393,C,1994,140,3956,C,3956,5,227090,1759,42609.6,7.44,222340,M,0
E2347,C,1989,110,,B,24264,,174508,1758,257452.8,1.4,,F,1
E3117,A,1951,146,65,C,8970,14,289502,1758,6758.4,7.49,347978,,0
E5129,C,1983,123,,B,7501,,130676,1758,3009.6,2.24,,M,0
E3211,A,1996,140,6248,C,6248,3,282100,1757,11299.2,1.98,339730,M,0
E4763,E,1929,146,4850,C,4850,17,248576,1757,17476.8,15.51,274269,,0
E1938,C,1994,123,,B,7096,,179813,1756,6600,0.52,,M,1
E4220,C,1968,123,,B,5502,,63962,1756,17107.2,0.51,,F,0
E3765,C,2005,120,,B,57063,,180770,1755,8395.2,15.06,,M,0
E4945,C,1978,123,,B,9043,,74921,1755,12619.2,0.16,,M,0
E2519,C,1990,120,21670,B,21086,24,112635,1754,20433.6,2.85,107784,M,0
E2909,C,2001,130,0,B,,404,175600,1754,27297.6,2.08,199700,M,0
E3799,A,1981,123,,C,,,244077,1754,158.4,1.29,,S,0
E4136,C,2012,140,7540,C,7540,12,450000,1754,580.8,7.52,584780,M,0
E4655,A,1990,140,1,B,6488,11,226543,1754,51427.2,3.27,224862,F,0
E5310,C,1986,110,1,B,4783,27,202802,1754,177830.4,0.44,213561,F,0
E720,C,2011,120,4644,B,4623,5,6332,1753,11721.6,0.58,7036,F,1
E2963,C,1975,140,6900,C,6900,4,197990,1753,53539.2,7.36,202980,M,0
E988,C,1981,120,,B,10398,,106452,1752,3590.4,9.27,,F,1
E1024,C,2004,120,5200,B,5097,24,75985,1752,42556.8,0.62,115745,M,1
E3420,C,1953,140,9618,C,9618,3,304480,1752,3960,2.02,317120,M,0
E1081,C,1996,120,7750,B,7709,14,83397,1751,33264,0.28,92466,M,1
E1082,C,1996,120,7750,B,7709,14,83397,1751,33264,0.28,92466,M,1
E2601,C,2006,140,1,B,5940,20,124561,1751,13728,9.14,148488,F,0
E4060,M,1987,140,14985,C,14984,1,260440,1751,792,4.87,218280,F,0
E2661,C,1994,123,,B,6050,,194008,1750,14625.6,1.19,,F,0
E3392,A,1990,140,6416,C,6416,1,146910,1750,4963.2,32.73,170757,,0
E3622,C,1983,119,1,B,10907,3,110913,1750,58924.8,5.73,117110,F,0
E4568,C,1978,130,8625,B,8625,605,123900,1750,27561.6,1.5,152100,M,0
E5230,C,1985,140,13685,C,13685,6,203800,1750,62620.8,4.72,225070,M,0
E2208,C,1993,123,,B,6791,,146071,1749,16632,1.74,,M,1
E2209,C,1993,123,,B,6791,,146071,1749,16632,1.74,,M,1
E3759,A,1988,130,0,B,,402,106100,1749,14625.6,1.51,128500,M,0
E3884,A,1994,123,,C,,,172292,1749,528,1.06,,F,0
E4759,C,1999,123,,B,6142,,163808,1749,4012.8,1.55,,M,0
E4921,A,1994,123,,C,,,174035,1749,633.6,1.05,,F,0
E637,A,1997,140,5500,C,5500,6,230680,1747,59452.8,4.33,235400,M,1
E638,A,1997,140,5500,C,5500,6,230680,1747,59452.8,4.33,235400,M,1
E1252,C,2002,130,5700,B,5694,9,140940,1747,8923.2,2.13,151116,M,1
E1331,E,1988,110,1,B,9680,31,107329,1747,213945.6,0.36,113659,M,1
E1332,E,1988,110,1,B,9680,31,107329,1747,213945.6,0.36,113659,M,1
E1333,E,1988,110,1,B,9680,31,107329,1747,213945.6,0.36,113659,M,1
E3984,C,2006,120,59,B,10079,23,117619,1747,33105.6,1.38,123321,M,0
E1008,B,1980,146,7500,C,7500,38,130572,1746,21912,26.4,147995,,1
E4501,,2001,100,6272,B,6098,1,165500,1746,202171.2,0.64,164910,M,0
E3552,B,1984,110,1,B,9709,15,136470,1745,214051.2,3.49,142894,M,0
E3889,C,1983,123,,B,8629,,250712,1744,7761.6,1.56,,M,0
E5364,B,1992,120,1,B,8250,5,184763,1744,114312,4.62,200431,F,0
E1289,C,1999,120,10275,B,9529,12,137836,1743,32630.4,0.24,145167,M,1
E2934,C,1983,123,,B,6756,,113423,1743,3220.8,1.17,,F,0
E4038,C,1965,140,11250,C,11250,3,185250,1743,19272,1.64,224140,M,0
E843,C,2000,120,8000,B,8081,23,105491,1740,55862.4,0.82,116375,M,1
E3021,A,2002,123,,B,,,151939,1740,12249.6,0.44,,M,0
E3168,B,2010,130,5000,C,5000,12,299859,1740,475.2,5.48,389391,F,0
E501,C,1998,120,8300,B,8176,20,101188,1739,52324.8,0.69,111826,M,1
E502,C,1998,120,8300,B,8176,20,101188,1739,52324.8,0.69,111826,M,1
E2314,C,2000,120,7140,B,7271,12,128875,1739,27984,0.21,153237,M,1
E2948,C,1984,123,,B,13242,,169323,1739,8553.6,1.09,,M,0
E3146,B,1985,146,3950,C,3950,39,135810,1739,13516.8,29.87,149057,,0
E3246,C,1979,130,15925,C,15925,602,427700,1739,2534.4,0.03,433000,F,0
E4968,C,1988,123,,B,7919,,131682,1739,3960,0.52,,M,0
E1144,C,1991,123,,B,40537,,131368,1738,10876.8,0.1,,F,1
E1145,C,1991,123,,B,40537,,131368,1738,10876.8,0.1,,F,1
E1462,C,1997,130,1,B,9409,10,162579,1738,4593.6,1.38,180753,M,1
E3683,C,1998,123,,B,6499,,170470,1738,5596.8,0.53,,M,0
E4904,M,1979,140,33307,B,33236,3,487160,1738,6600,3.89,564400,F,0
E547,B,2000,120,,B,5404,,183531,1737,130785.6,1.83,,M,1
E1855,C,1979,130,1,B,10000,33,76800,1737,7814.4,4.79,87789,,1
E4718,C,1958,140,6748,C,6748,3,398240,1737,5966.4,1.79,364000,M,0
E823,B,1986,130,1,B,9599,1,118168,1736,12460.8,5.63,124749,M,1
E1092,C,2000,120,8000,B,8473,20,95417,1736,45777.6,0.54,104844,M,1
E1098,C,1994,123,,B,9056,,175964,1736,14731.2,0.45,,M,1
E1416,C,2004,120,8295,B,11167,12,121389,1736,28195.2,0.06,184011,M,1
E1841,B,1990,130,1,B,10000,2,117538,1736,10454.4,3.49,129697,M,1
E1842,B,1990,130,1,B,10000,2,117538,1736,10454.4,3.49,129697,M,1
E1030,C,1997,120,6984,B,6935,22,62634,1735,11510.4,0.67,68765,M,1
E1031,C,1997,120,6984,B,6935,22,62634,1735,11510.4,0.67,68765,M,1
E3913,B,1988,130,80,B,10000,1,106166,1735,8131.2,4.65,128065,M,0
E4214,C,1996,120,6100,B,6179,7,97355,1735,21014.4,0.09,108751,M,0
